protein1	protein2	label	predict	predict_probability
AT5G11680	TuMV_CI	0	0	0.014365346170961857
AT1G72480	CaLCuV_Q96706	0	0	0.006440817844122648
AT5G40280	TuMV_P3	0	0	0.0006336675141938031
AT1G58643	TEV_P3N-PIPO	0	0	0.000744856137316674
AT3G47430	TuMV_6K2	0	0	0.0016576009802520275
AT5G58220	TEV_VPg	0	0	0.02047431468963623
AT1G55520	TEV_VPg	0	0	0.20395882427692413
AT5G04520	TuMV_NIb	0	0	0.29607608914375305
AT5G43580	AlMV_Q52Z62	0	0	0.003993273712694645
AT2G39140	TuMV_P3	0	0	0.010666253976523876
AT1G19270	BYDV_P09513	0	0	0.025616822764277458
AT5G46877	PVX_P0C787	0	0	0.0026429747231304646
AT1G74240	TuMV_CP	0	0	0.00108916440512985
AT2G11890	TEV_NIa-Pro	0	0	0.039911579340696335
AT5G01760	TEV_NIa-Pro	0	0	0.0026416932232677937
AT2G32850	CaMV_P03542	0	0	0.007324289530515671
AT1G03710	TEV_P3N-PIPO	0	0	0.00023155105009209365
AT1G77570	TEV_NIa-Pro	0	0	0.0017931440379470587
AT3G03440	TEV_VPg	0	0	0.003976275213062763
AT5G42220	TEV_P3N-PIPO	0	0	0.0003380559792276472
AT1G54470	TEV_VPg	0	0	0.0013751639053225517
AT3G12170	TuMV_NIb	0	0	0.03413400426506996
AT5G35630	TEV_NIa-Pro	1	1	0.5168290138244629
AT4G20770	TuMV_6K2	0	0	0.00045103541924618185
AT3G49260	TuMV_CI	0	0	0.0028278171084821224
AT2G44020	CaLCuV_Q96706	1	1	0.7775495648384094
AT5G41520	TuMV_6K2	0	0	0.0030349078588187695
AT3G53710	TuMV_6K1	0	0	0.0010089743882417679
AT5G10320	TEV_VPg	0	0	0.0050203995779156685
AT1G61790	TuMV_6K2	0	0	0.025186661630868912
AT3G24450	TEV_VPg	0	0	0.002282161498442292
AT4G15890	TuMV_P3	0	0	0.0003682542301248759
AT4G22260	TEV_P3N-PIPO	0	0	0.000509187113493681
AT5G40440	TEV_NIa-Pro	0	0	0.00645853765308857
AT1G48420	TuMV_CP	0	0	0.0008189443033188581
AT1G15220	TuMV_NIb	0	0	0.09992830455303192
AT5G42650	TuMV_CP	0	0	0.0038201280403882265
AT5G51300	TuMV_CP	0	0	0.0019744159653782845
AT1G52110	TEV_VPg	0	0	0.0042779892683029175
AT1G19630	CaLCuV_Q96706	0	0	0.030395882204174995
AT2G33240	TuMV_NIb	0	1	0.7160990238189697
AT1G54400	TuMV_P3	0	0	0.0005159259890206158
AT1G43415	TEV_P3N-PIPO	0	0	0.00020140378910582513
AT1G50050	TuMV_CI	0	0	0.025777198374271393
AT1G04830	TuMV_CP	0	0	0.0010339730652049184
AT2G31305	CaLCuV_Q96702	0	0	0.0005322090000845492
AT2G30500	TEV_NIa-Pro	0	0	0.0007271112408488989
ATMG00210	CaLCuV_Q96706	0	0	0.008345752954483032
AT3G22425	CMV_P03605	0	0	0.03463931381702423
AT3G13226	TEV_P3N-PIPO	0	0	0.0002779403002932668
AT4G30260	TuMV_CI	1	0	0.005178358871489763
AT2G16530	CaLCuV_Q96707	0	0	0.012169723398983479
AT4G39690	TuMV_CP	0	0	0.00052708137081936
AT4G28610	TuMV_CI	1	0	0.06305262446403503
AT3G06060	TuMV_CI	0	0	0.028969192877411842
AT1G25277	TEV_NIa-Pro	0	0	0.0005180115695111454
AT3G07550	TuMV_NIb	0	0	0.013333996757864952
AT4G26850	AMV_P03595	0	0	0.0031767780892550945
AT2G39650	TuMV_NIb	0	0	0.07689198106527328
AT5G46800	TuMV_CI	0	1	0.555641770362854
AT3G05900	CaLCuV_Q96702	0	0	0.0006891900557093322
AT5G48250	CaLCuV_Q96702	0	0	0.0011340631172060966
AT1G76360	TuMV_6K1	0	0	0.0006446977495215833
AT3G08020	TEV_VPg	0	0	0.0020916874054819345
AT1G78310	TuMV_CI	0	0	0.01116095669567585
AT4G39890	TuMV_P3	0	0	0.010587173514068127
AT4G13266	TEV_VPg	0	0	0.0014071031473577023
AT5G17530	TuMV_P3	0	0	0.0009365334990434349
AT1G09415	TuMV_P3	0	0	0.00030941469594836235
AT1G05330	MYMIV_Q917N8	0	0	0.013536076992750168
AT5G45469	TEV_NIa-Pro	0	0	0.0014325665542855859
AT4G29780	TuMV_CI	0	0	0.004764486104249954
AT2G37435	TuMV_CP	0	0	0.000500159221701324
AT3G01430	TuMV_6K1	0	0	0.0005230692331679165
AT4G12990	TuMV_6K2	0	0	0.0002986612089443952
AT2G35880	TuMV_6K2	0	0	0.0020672734826803207
AT3G03110	TuMV_NIb	1	0	0.06039748713374138
AT5G43710	TEV_P3N-PIPO	0	0	0.000183750395081006
AT5G54190	TEV_VPg	1	0	0.4036593437194824
AT4G24670	TuMV_CP	0	0	0.00046775140799582005
AT5G06340	TuMV_CI	1	0	0.012694403529167175
AT3G20000	TEV_NIa-Pro	1	0	0.04853106662631035
AT4G02405	TuMV_6K1	0	0	0.0021676847245544195
AT3G54890	PVX_P07699	0	0	0.12095407396554947
AT5G57150	TYLCSV_P27266	0	0	0.0018839462427422404
AT1G56340	TuMV_CP	0	0	0.004562842193990946
AT3G18620	TuMV_CI	0	0	0.002522716298699379
AT3G60850	CMV_Q66125	0	0	0.041418783366680145
AT5G67500	TEV_P3N-PIPO	0	0	0.0007004400249570608
AT5G23570	TuMV_CP	0	0	0.000589124858379364
AT5G41030	CaLCuV_Q96707	0	0	0.002882312750443816
AT3G22425	TEV_VPg	0	0	0.21452254056930542
AT1G29600	TuMV_P3	0	0	0.00042133164242841303
AT1G68185	CaLCuV_Q96706	1	1	0.5556192994117737
AT1G17350	TuMV_6K1	0	0	0.0018943272298201919
AT1G65420	TuMV_6K1	0	0	0.0018352624028921127
AT3G18630	TEV_NIa-Pro	0	0	0.015214190818369389
AT5G47160	TEV_P3N-PIPO	0	0	0.00022667176381219178
AT3G28640	CMV_Q00271	0	0	0.0014436837518587708
AT2G32905	TGMV_P03562	0	0	0.004345444496721029
AT3G06085	TuMV_P3	0	0	0.0003949911333620548
AT2G38840	TuMV_6K2	0	0	0.0007450410630553961
AT5G04490	TuMV_NIb	0	0	0.0846693217754364
AT4G05632	CaLCuV_Q96707	0	0	0.002269546501338482
AT2G36854	TuMV_CI	0	0	0.0016169740119948983
AT5G56860	TuMV_P3	0	0	0.00062645657453686
AT3G14200	TuMV_6K2	0	0	0.0008317108149640262
AT1G29250	TuMV_P3	0	0	0.0156478863209486
AT5G55490	TEV_NIa-Pro	0	0	0.0016809857916086912
AT3G42800	TEV_P3N-PIPO	0	0	0.00023391179274767637
AT5G37800	TuMV_6K1	1	0	0.000294447730993852
AT5G58050	TEV_VPg	0	0	0.3305964171886444
AT1G64385	TEV_NIa-Pro	0	0	0.0017561409622430801
AT1G64550	TuMV_P3	0	0	0.0013464880175888538
AT4G16447	TuMV_6K1	0	0	0.0003212643787264824
AT4G28200	TEV_VPg	0	0	0.0037482790648937225
AT4G38781	TuMV_6K1	0	0	0.0002863163535948843
AT5G51195	TuMV_P3	0	0	0.0002798951172735542
AT1G10890	TuMV_CP	0	0	0.0012546213110908866
AT2G42920	TEV_P3N-PIPO	0	0	0.00030774218612350523
AT4G21090	TuMV_NIb	1	0	0.11038175225257874
AT1G15220	TuMV_P3	0	0	0.001022655633278191
AT5G42290	TEV_NIa-Pro	0	0	0.002054296899586916
AT2G03810	TEV_VPg	0	0	0.001586977974511683
AT2G33240	BYDV_P09517	0	0	0.015398937277495861
AT1G61600	TuMV_CP	0	0	0.000394178438000381
AT2G40815	TGMV_P03562	0	0	0.0038969784509390593
AT5G48770	TEV_NIa-Pro	0	0	0.001271845423616469
AT3G02677	CMV_P06012	0	0	0.0010619375389069319
AT3G25250	TuMV_NIb	0	0	0.02852991409599781
AT3G06200	TuMV_6K2	0	0	0.0023356869351118803
AT3G63052	BCTV_Q91J26	0	0	0.0017247865907847881
AT3G20362	TuMV_NIb	0	0	0.037996336817741394
AT2G02320	TuMV_6K1	0	0	0.0002594215329736471
AT3G04240	TEV_VPg	0	0	0.005848211236298084
AT1G75490	TuMV_CP	0	0	0.0006039157160557806
AT1G76994	TEV_P3N-PIPO	0	0	0.00036744290264323354
AT1G14755	TuMV_NIb	0	0	0.0063779051415622234
AT1G76705	PVX_P07698	0	0	0.0007390963146463037
AT2G11025	CaLCuV_Q96707	0	0	0.006293938960880041
AT5G24120	TuMV_CP	0	0	0.0014853213215246797
AT1G52500	TuMV_CP	0	0	0.004380042664706707
AT2G23140	TuMV_CI	0	0	0.0312074963003397
AT3G46640	TuMV_6K1	0	0	0.00043093631393276155
AT1G56420	TuMV_CP	0	0	0.00223398394882679
AT4G09589	TuMV_6K1	0	0	0.0005017373478040099
AT4G04470	TuMV_CI	0	0	0.021093495190143585
AT5G03555	TuMV_6K1	0	0	0.00037083443021401763
AT1G57800	TuMV_6K1	0	0	0.001275637187063694
AT1G48745	BWYV_P09512	0	0	0.0016087053809314966
AT5G44960	CMV_P06011	0	0	0.0005420041270554066
AT3G46990	CaLCuV_Q96706	0	0	0.008225230500102043
AT1G50880	TuMV_CP	0	0	0.00036452297354117036
AT1G68310	TEV_P3N-PIPO	0	0	0.0005139324930496514
AT5G50570	TuMV_6K2	0	0	0.0014915725914761424
AT5G56380	TuMV_6K2	0	0	0.0017742629861459136
AT2G41550	TuMV_NIb	0	0	0.003375229425728321
AT1G48580	TEV_NIa-Pro	0	0	0.0009375137742608786
AT3G15510	CMV_Q66125	0	0	0.07355360686779022
AT1G45180	TEV_VPg	0	0	0.015864312648773193
AT3G45810	TEV_NIa-Pro	0	0	0.0050052376464009285
AT3G44100	TEV_VPg	1	0	0.1031833067536354
AT1G22030	TuMV_6K1	0	0	0.005821932572871447
AT1G23790	TEV_P3N-PIPO	0	0	0.0007840078324079514
AT4G21903	TEV_VPg	0	0	0.003738193307071924
AT3G56710	TuMV_NIb	0	0	0.021402442827820778
AT2G36620	TEV_P3N-PIPO	0	0	0.0020984613802284002
AT1G02100	TuMV_6K2	0	0	0.001042443560436368
AT5G52060	TEV_VPg	0	0	0.012406100519001484
AT2G31840	TuMV_6K2	0	0	0.005728755611926317
AT2G02710	TuMV_6K2	0	0	0.0009001725702546537
AT2G18950	CMV_P03605	0	0	0.014433187432587147
AT3G02790	TuMV_6K1	0	0	0.004526304081082344
AT5G66100	TuMV_CP	0	0	0.0010348201030865312
AT2G23450	TuMV_6K2	0	0	0.0009122712071985006
AT3G09280	TuMV_6K1	0	0	0.00032328173983842134
AT1G34460	TEV_NIa-Pro	0	0	0.0022964507807046175
AT3G20770	TuMV_CI	0	0	0.009598512202501297
AT4G00300	TuMV_P3	0	0	0.0009328839369118214
AT1G27400	TEV_NIa-Pro	0	1	0.6883858442306519
AT5G27720	TuMV_CP	0	0	0.005087371449917555
AT2G28440	TEV_P3N-PIPO	0	0	0.00046789011685177684
AT1G02780	TMV_P03583	0	0	0.26871514320373535
AT5G65495	TuMV_CI	0	0	0.0015556322177872062
AT1G31130	TuMV_NIb	0	0	0.09875087440013885
AT5G20730	CaLCuV_Q96706	1	0	0.04795926809310913
AT5G04480	TuMV_CP	0	0	0.000676776166073978
AT5G44785	TEV_NIa-Pro	0	0	0.0052126310765743256
AT5G43650	TEV_P3N-PIPO	0	0	0.00037842083838768303
AT3G20290	TuMV_NIb	1	0	0.289154052734375
AT4G31115	TuMV_P3	0	0	0.0006952026160433888
AT3G56550	TEV_P3N-PIPO	0	0	0.0002490348997525871
AT1G27510	TEV_VPg	0	0	0.006125021725893021
AT4G26900	TuMV_6K2	0	0	0.0014089435571804643
AT1G61520	CaLCuV_Q96705	0	0	0.0101461885496974
AT3G06780	CMV_Q00271	0	0	0.005460675340145826
AT4G09980	TuMV_CP	0	0	0.001578776864334941
AT1G01010	TuMV_P3	0	0	0.0003868861240334809
AT1G04570	CaLCuV_Q96707	0	0	0.003536408767104149
AT4G11485	TuMV_6K2	0	0	0.00024952023522928357
AT1G06200	TuMV_CI	0	0	0.007357452530413866
AT3G18930	CaLCuV_Q96707	0	0	0.03277750313282013
AT1G15480	TuMV_NIb	1	0	0.10789024084806442
AT1G65450	TuMV_6K2	0	0	0.0009568868554197252
AT4G37980	TuMV_NIb	1	1	0.8043017387390137
AT5G60000	TuMV_6K2	0	0	0.0004776566638611257
AT4G14820	TuMV_CI	0	0	0.0012972516706213355
AT3G21530	TuMV_6K2	0	0	0.0006240897928364575
AT5G26360	TuMV_6K1	1	0	0.0015027089975774288
AT2G02710	TEV_P3N-PIPO	0	0	0.0005620184238068759
AT3G02090	TEV_VPg	1	1	0.7817634344100952
AT5G19120	CaLCuV_Q96705	0	0	0.0007484807865694165
AT1G27752	TEV_P3N-PIPO	0	0	0.00033456296660006046
AT5G15200	CaMV_P13218	0	0	0.05115845426917076
AT5G10480	CaLCuV_Q96706	0	0	0.030062222853302956
AT2G36250	TEV_NIa-Pro	1	0	0.12344524264335632
AT2G44525	TGMV_P03562	0	0	0.030827732756733894
AT5G66920	CaLCuV_Q96706	1	0	0.05875976383686066
AT5G08650	CaMV_P03545	0	0	0.15593940019607544
AT5G49240	TYLCV_P27256	0	0	0.003074929816648364
AT1G11684	TEV_VPg	0	0	0.0009215056779794395
AT1G03780	TEV_P3N-PIPO	0	0	0.0005377333727665246
AT5G45980	TEV_NIa-Pro	0	0	0.0007126385462470353
AT4G20360	TEV_NIa-Pro	1	1	0.942879855632782
AT3G42990	TEV_P3N-PIPO	0	0	0.0003963960334658623
AT2G45640	TuMV_CI	0	0	0.00854791421443224
AT1G02030	TuMV_CI	0	0	0.0035435960162431
AT3G59840	TuMV_6K2	0	0	0.011728434823453426
AT5G52980	TEV_P3N-PIPO	0	0	0.0011112604988738894
AT1G47410	TuMV_CI	0	0	0.0014666301431134343
AT4G29548	TEV_P3N-PIPO	0	0	0.00030473587685264647
AT5G63625	TuMV_P3	0	0	0.000922984560020268
AT5G01350	TEV_NIa-Pro	0	0	0.020235858857631683
AT3G27150	TuMV_CI	0	0	0.002466281410306692
AT4G24730	TuMV_CP	0	0	0.0015843237051740289
AT5G51105	TuMV_CP	0	0	0.0014953705249354243
AT3G14467	TEV_NIa-Pro	0	0	0.0012488645734265447
AT5G41761	TEV_P3N-PIPO	0	0	0.00029106048168614507
AT5G13920	TuMV_NIb	0	0	0.006200410891324282
AT5G64570	TEV_NIa-Pro	0	0	0.031216716393828392
AT2G04910	TuMV_CP	0	0	0.0007680287235416472
AT1G75530	TuMV_P3	0	0	0.00045332504669204354
AT3G29380	TuMV_CP	0	0	0.000686141022015363
AT3G47130	RSV_Q00847	0	0	0.0006429030327126384
AT1G10225	TuMV_NIb	0	0	0.08507799357175827
AT3G27350	CaLCuV_Q96705	0	0	0.0005951531347818673
AT5G45020	TuMV_NIb	1	1	0.7703568339347839
AT1G54350	TuMV_P3	0	0	0.0057167112827301025
AT5G25300	CaLCuV_Q96706	0	0	0.003947397228330374
AT2G15230	TEV_NIa-Pro	0	0	0.005064866505563259
AT1G48960	TEV_NIa-Pro	0	0	0.001708480529487133
AT4G09620	TEV_P3N-PIPO	0	0	0.0006029934156686068
AT4G19910	TuMV_CP	0	0	0.0006455815746448934
AT3G54220	TuMV_P3	0	0	0.0033849638421088457
AT1G04890	TuMV_NIb	0	0	0.010355887934565544
AT2G40750	TuMV_6K2	0	0	0.0003476474084891379
AT1G10560	CaLCuV_Q96705	0	0	0.0006150793051347136
AT5G42053	CaLCuV_Q96705	0	0	0.0009956193389371037
AT5G59105	TuMV_6K2	0	0	0.000993932830169797
AT3G12270	TEV_P3N-PIPO	0	0	0.000405961211072281
AT5G54830	PVX_P07699	0	0	0.001322704367339611
AT5G03930	CaMV_P03545	0	0	0.0018677642801776528
AT5G17460	TuMV_6K1	0	0	0.00043086521327495575
AT1G21240	TuMV_6K2	0	0	0.0004022805951535702
AT1G64550	TEV_P3N-PIPO	0	0	0.00042847672011703253
AT3G44110	TuMV_NIb	1	0	0.39440590143203735
AT5G16270	TuMV_CI	0	0	0.002590634161606431
AT1G16570	TuMV_6K1	0	0	0.0002615207340568304
AT2G45480	CaLCuV_Q96706	0	0	0.007751178927719593
AT2G42885	TEV_NIa-Pro	0	0	0.002237626351416111
AT5G29210	TEV_NIa-Pro	0	0	0.0029746803920716047
AT5G66815	TEV_P3N-PIPO	0	0	0.0003037589485757053
AT1G76965	CMV_Q66125	0	0	0.03663305938243866
AT5G43830	TEV_VPg	1	0	0.010666928254067898
AT2G39435	TEV_NIa-Pro	0	0	0.0012428611516952515
AT2G26830	CaLCuV_Q96702	0	0	0.00030369320302270353
AT3G27600	CaLCuV_Q96705	0	0	0.00028619711520150304
AT5G39050	TuMV_6K2	0	0	0.0005172837991267443
AT2G36620	CaMV_P13218	1	0	0.010579030029475689
AT2G37500	TEV_NIa-Pro	0	0	0.08417849242687225
AT1G23550	TuMV_CP	0	0	0.0008273101411759853
AT4G37730	TEV_P3N-PIPO	0	0	0.00027157217846252024
AT3G01910	TCV_P06663	1	0	0.01749880611896515
AT5G09320	TEV_NIa-Pro	0	0	0.036754507571458817
AT5G28640	TuMV_6K2	0	0	0.004690153524279594
AT1G47740	PVX_P09395	0	0	0.001604303135536611
AT4G02040	TEV_P3N-PIPO	0	0	0.0002935896918643266
AT5G58320	TuMV_6K2	0	0	0.00032416716567240655
AT1G73430	TEV_NIa-Pro	0	0	0.011720550246536732
AT3G48030	TEV_VPg	0	0	0.0007002421771176159
AT1G04830	CMV_Q00271	0	0	0.002624874236062169
AT4G39820	TuMV_CI	0	0	0.0028716649394482374
AT1G76050	TEV_VPg	0	0	0.004897660575807095
AT2G34123	CaLCuV_Q96706	0	0	0.006369172129780054
AT2G37050	TuMV_6K2	0	0	0.0008315547602251172
AT3G63060	TuMV_P3	0	0	0.0007325717597268522
AT4G08960	TEV_VPg	0	0	0.014966679736971855
AT1G78895	TEV_P3N-PIPO	0	0	0.002136568771675229
AT5G48280	CaLCuV_Q96705	0	0	0.0006233901367522776
AT2G24640	CaLCuV_Q96705	0	0	0.0006520025781355798
AT5G11350	CaLCuV_Q96705	0	0	0.0018151842523366213
AT5G46825	TuMV_P3	0	0	0.0002835279447026551
AT1G66590	TEV_VPg	0	0	0.002028156304731965
AT1G14770	CaLCuV_Q96705	0	0	0.00052889488870278
AT1G24340	TEV_P3N-PIPO	0	0	0.0003229989088140428
AT4G32810	CaLCuV_Q96705	0	0	0.0012349772732704878
AT1G49260	TuMV_P3	0	0	0.00037914954009465873
AT5G66570	AlMV_Q52Z62	1	0	0.22559377551078796
AT4G29654	TEV_VPg	0	0	0.0020266715437173843
AT1G08580	TuMV_6K1	0	0	0.0005989598575979471
AT4G24380	TEV_P3N-PIPO	0	0	0.00047730165533721447
AT4G00370	CaLCuV_Q96707	1	0	0.0029141493141651154
AT5G10480	TuMV_P3	0	0	0.0025853565894067287
AT5G53780	TEV_NIa-Pro	0	0	0.0009770040633156896
AT1G03650	TuMV_6K2	0	0	0.0006722310790792108
AT1G79890	CaLCuV_Q96705	0	0	0.0005111226928420365
AT2G35030	CaLCuV_Q96705	0	0	0.0005126726464368403
AT5G52460	TuMV_6K1	0	0	0.0006819437257945538
AT1G06740	TuMV_P3	0	0	0.0004508492420427501
AT2G23840	TuMV_P3	0	0	0.0013747599441558123
AT5G02065	TuMV_6K1	0	0	0.0007153073674999177
AT2G04620	TuMV_NIb	0	0	0.03674247860908508
AT3G56230	TuMV_CP	0	0	0.0004943484673276544
AT2G21660	TEV_NIa-Pro	1	1	0.9225208759307861
AT3G25410	TuMV_CI	0	0	0.0051961420103907585
AT1G63940	TuMV_NIb	1	1	0.6068406105041504
AT3G63510	TuMV_NIb	0	0	0.33927229046821594
AT2G48070	TEV_P3N-PIPO	0	0	0.001212162314914167
AT5G46300	TEV_VPg	0	0	0.0011064775753766298
AT1G01460	TuMV_6K2	0	0	0.0006449325010180473
AT2G41900	TuMV_CI	0	0	0.011678976938128471
AT2G11225	BWYV_Q9WIB9	0	0	0.0010996425990015268
AT3G44940	TuMV_6K2	0	0	0.0007336672279052436
AT4G07868	TuMV_NIb	0	0	0.001989683136343956
AT5G56540	TuMV_CP	0	0	0.006912929005920887
AT3G24420	TEV_P3N-PIPO	0	0	0.00031542006763629615
AT1G15270	TEV_P3N-PIPO	0	0	0.004185655154287815
AT5G22799	TEV_NIa-Pro	0	0	0.0014345721574500203
AT4G14105	TuMV_P3	0	0	0.0003261922101955861
AT5G58990	TuMV_6K1	0	0	0.00045167517964728177
AT1G20430	TEV_P3N-PIPO	0	0	0.0008420142694376409
AT1G50250	TEV_VPg	1	1	0.6558979153633118
AT5G48960	TEV_NIa-Pro	0	0	0.05477989837527275
AT2G41600	TuMV_NIb	1	0	0.016682889312505722
AT4G13840	CaLCuV_Q96707	0	0	0.04587190970778465
AT4G15950	TEV_P3N-PIPO	0	0	0.0004113905306439847
AT1G26761	TuMV_CI	1	0	0.002696104347705841
AT5G24670	TuMV_CI	0	0	0.007554337382316589
AT1G49920	TEV_VPg	0	0	0.0036438670940697193
AT1G14780	TEV_NIa-Pro	0	0	0.020926976576447487
AT4G31790	CMV_P06012	0	0	0.0034095593728125095
AT5G53910	CaLCuV_Q96706	0	0	0.0033416140358895063
AT1G60010	CaLCuV_Q96706	0	0	0.08275025337934494
AT2G20260	TEV_NIa-Pro	1	1	0.5473278760910034
AT3G11400	CaMV_P13218	1	0	0.0036796871572732925
AT5G13960	TEV_VPg	0	0	0.06072842702269554
AT4G14320	TEV_NIa-Pro	0	0	0.029148072004318237
AT5G25990	TuMV_NIb	0	0	0.003440735163167119
AT1G28190	PVX_P0C787	0	0	0.001348748803138733
AT1G43860	TuMV_6K2	0	0	0.00455133244395256
AT4G05360	MYMIV_Q917N4	0	0	0.0003240741789340973
AT5G67490	TuMV_CP	0	0	0.0020424157846719027
AT1G35340	TuMV_6K1	0	0	0.0019770795479416847
AT4G24950	TMV_P03586	0	0	0.0007077971240505576
AT3G44620	TuMV_6K1	0	0	0.0013840035535395145
AT1G06740	TEV_NIa-Pro	0	0	0.0030574242118746042
AT5G58575	PMTV_P0CK18	0	0	0.0023299825843423605
AT2G05655	CaLCuV_Q96707	0	0	0.0010144273983314633
AT5G19300	TEV_VPg	0	0	0.0064571392722427845
AT3G31950	TMV_P03583	0	0	0.0030429314356297255
AT2G13540	TuMV_6K1	0	0	0.0010805631754919887
AT5G57340	TuMV_P3	0	0	0.00034092937130481005
AT2G23070	TuMV_CI	1	0	0.04203594848513603
AT5G22796	TEV_NIa-Pro	0	0	0.0024791581090539694
AT2G25920	CaLCuV_Q96702	0	0	0.0009646312682889402
AT1G80860	TuMV_6K1	0	0	0.0015533572295680642
AT2G17670	CaLCuV_Q96707	1	0	0.004824100527912378
AT2G41840	TEV_P3N-PIPO	0	0	0.0018082219175994396
AT2G22180	TuMV_6K2	0	0	0.001102906884625554
AT1G16180	CaLCuV_Q96705	0	0	0.0011671637184917927
AT4G38530	CaLCuV_Q96706	0	0	0.012065540067851543
AT1G18960	TuMV_CI	0	0	0.0012284349650144577
AT4G00950	TEV_P3N-PIPO	0	0	0.00040711238398216665
AT1G79950	TMV_P03583	0	0	0.019879672676324844
AT2G32850	TuMV_6K2	0	0	0.0007292128284461796
AT5G34930	TuMV_CP	0	0	0.0005697131855413318
AT1G06570	TuMV_P3	0	0	0.0014353612205013633
AT3G07780	TuMV_CP	0	0	0.0006735213100910187
AT3G06780	CaLCuV_Q96707	0	0	0.026499470695853233
AT2G43110	TuMV_NIb	0	0	0.06663869321346283
AT2G45520	CaLCuV_Q96706	0	0	0.005978462286293507
AT3G08840	TuMV_CP	0	0	0.00029057529172860086
AT5G52250	CMV_Q66125	0	0	0.01978900283575058
AT2G20820	CaLCuV_Q96705	0	0	0.0008979449048638344
AT2G22000	TEV_NIa-Pro	0	0	0.0008705253712832928
AT2G07810	TEV_NIa-Pro	0	0	0.0016922905342653394
AT3G46160	TuMV_P3	0	0	0.00039374351035803556
AT3G09820	TEV_VPg	0	1	0.8725208044052124
AT5G47890	TGMV_P03562	0	0	0.049319881945848465
AT3G49530	TEV_NIa-Pro	0	0	0.0017763712676241994
AT3G47620	TEV_NIa-Pro	0	0	0.0026851415168493986
AT4G03113	BCTV_Q77HP2	0	0	0.000744280347134918
AT3G57400	TuMV_CP	0	0	0.0011142747243866324
AT1G74470	TuMV_NIb	1	0	0.32501474022865295
AT2G17120	TuMV_6K1	0	0	0.0004047831171192229
AT5G01930	CaLCuV_Q96702	0	0	0.0005284171784296632
AT4G31320	CMV_P06012	0	0	0.005768012721091509
ATCG00120	TEV_NIa-Pro	1	1	0.8621090650558472
AT4G17940	TuMV_CP	0	0	0.0011909782188013196
AT4G10090	TuMV_P3	0	0	0.0009229396237060428
AT3G16660	TEV_P3N-PIPO	0	0	0.0003501386963762343
AT3G54090	CaLCuV_Q96702	0	0	0.0009157778113149107
AT1G13650	TuMV_6K2	0	0	0.00022629689192399383
AT3G58610	TEV_NIa-Pro	1	1	0.8510761857032776
AT1G77300	TuMV_6K1	0	0	0.0007660664850845933
AT5G42480	TuMV_CI	0	0	0.0390261746942997
AT4G34345	TuMV_P3	0	0	0.000988345011137426
AT1G49170	TuMV_6K2	0	0	0.010760420933365822
AT3G11350	TuMV_6K1	0	0	0.00017797373584471643
AT5G06530	TEV_NIa-Pro	0	0	0.007333437912166119
AT3G12640	TuMV_CI	0	0	0.005406661424785852
AT5G62240	TEV_VPg	0	0	0.0026063937693834305
AT1G12230	PVX_P07698	0	0	0.005551875103265047
AT4G37810	CaLCuV_Q96706	0	0	0.013468756340444088
AT3G51840	TuMV_P3	1	0	0.000981754856184125
AT3G11830	TuMV_NIb	1	1	0.8177021741867065
AT5G53010	TuMV_6K2	0	0	0.0007091616280376911
AT3G62050	TEV_NIa-Pro	0	0	0.01383308693766594
AT2G36854	TEV_VPg	0	0	0.0016822096658870578
AT5G58750	TuMV_CP	0	0	0.0007185092545114458
AT2G14900	CaMV_P03549	0	0	0.0037121048662811518
AT1G79070	TuMV_CI	0	0	0.0032109287567436695
AT2G14265	TEV_NIa-Pro	0	0	0.002526674186810851
AT5G58240	TEV_NIa-Pro	0	0	0.011854762211441994
AT5G59105	TEV_P3N-PIPO	0	0	0.00033291708678007126
AT1G30610	TEV_VPg	0	0	0.003096813103184104
AT1G18060	CaLCuV_Q96707	0	1	0.6270755529403687
AT4G36105	TuMV_CI	0	0	0.003435492282733321
AT3G61410	TuMV_6K1	0	0	0.0003353608481120318
AT2G38823	TEV_NIa-Pro	0	0	0.0013058336917310953
AT1G50732	CaLCuV_Q96706	0	0	0.038847915828228
AT3G17020	TEV_VPg	1	0	0.03314140439033508
AT1G03110	CaLCuV_Q96707	0	0	0.0029122710693627596
AT3G13120	CaLCuV_Q96702	0	0	0.001085283001884818
AT5G35732	TuMV_6K1	0	0	0.0003908152284566313
AT3G04850	TuMV_P3	0	0	0.0013985657133162022
AT4G33520	TuMV_NIb	1	0	0.0613802932202816
AT1G19660	TEV_NIa-Pro	0	1	0.7390928268432617
AT2G43950	TEV_NIa-Pro	1	0	0.010643916204571724
AT1G14205	TuMV_6K1	0	0	0.000698433315847069
AT5G08565	TuMV_CI	0	0	0.07066217064857483
AT5G54960	TEV_NIa-Pro	1	0	0.04964134469628334
AT4G08267	PVX_P0C787	0	0	0.0019570523872971535
AT3G49230	TEV_VPg	0	0	0.0014435070334002376
AT1G68140	TEV_P3N-PIPO	0	0	0.00035642433795146644
AT4G04930	TEV_NIa-Pro	0	0	0.015938572585582733
AT2G16600	TEV_NIa-Pro	1	0	0.4348769783973694
AT4G13100	CaMV_P03549	0	0	0.00048486111336387694
AT1G03470	TuMV_6K1	0	0	0.0003848243795800954
AT1G65020	TuMV_CP	0	0	0.0017402827506884933
AT4G04910	TuMV_NIb	0	0	0.45774412155151367
